base_id,domain,scenario_a,scenario_b
S-109,physical_everyday,"Something is moving in the kitchen at 2 AM, a slow scrape against the tile. My heart is in my mouth, my legs have gone watery under the duvet, every hair on my arms is up. I reach for the lamp and my hand is trembling so hard I almost knock it over. I get up, breath shallow, and walk toward the hallway...","Something is moving in the kitchen at 2 AM, a slow scrape against the tile. My pulse is roaring, my throat has gone dry, and my whole body has gone rigid under the covers. I pull the duvet up over my head. The warmth and dark close around me and my breathing slows, and I lie very still listening to the blood in my ears until sleep takes me..."
S-110,physical_everyday,"The huge dog is loose in the park and my toddler has frozen ten feet from its teeth. My vision tunnels, a cold sheet of sweat breaks across my back, my legs feel like they belong to someone else. I can't get a full breath. I run at the dog anyway, arms wide, voice cracking out of me in a sound I don't recognize...","The huge dog is loose in the park and my toddler has frozen ten feet from its teeth. My chest goes tight, my hands lock at my sides, my mouth opens but nothing comes — the panic has nailed my feet to the path. I stay where I am. My body sags as the owner finally jogs up and grabs the collar, and I feel my knees almost give as the air comes back into my lungs..."
S-111,physical_everyday,"The wasps are pouring in and out of the gap above the porch light, a thick angry braid of them. My can of spray feels slick in my wet palm, my knees have gone soft, and there's a high whine in my ears that isn't the wasps. I can't. I can't. I take one step closer, then another, the spray nozzle trembling six inches from the hole — I press down...","The wasps are pouring in and out of the gap above the porch light, and my whole body locks up, breath stuck high in my chest, sweat cold along my hairline. The can shakes so hard I can hear it rattle. I lower it. My legs almost fold with the relief of turning around, of walking back into the kitchen, the sliding door clicking shut behind me as I set the can on the counter and tell myself I'll call someone tomorrow..."
S-112,physical_everyday,"The man in the parking lot has the woman by the wrist and she's saying stop, stop, please. My stomach has dropped into my shoes, my mouth is full of saliva like I'm going to be sick, and my hands won't stop shaking against my thighs. I don't know him. I don't know him. I make my legs move toward them, my voice coming out thinner than I meant — Hey, I call, hey, is everything —","The man in the parking lot has the woman by the wrist and my whole chest goes hot then cold, my breath shallow, a high ringing climbing into my ears. I look down at my keys. I walk faster toward my car, head down, and the moment I'm inside with the doors locked my body sags into the seat, hands trembling on the wheel, the engine already turning over before I've even checked my mirrors..."
S-113,physical_everyday,"Something is moving in the crawlspace under the house — a wet dragging sound, then stillness, then again. The flashlight beam jitters because my hand is jittering. My throat has closed to a straw, my pulse is loud behind my eyes, and the cold from the vent is crawling up my bare ankles. I lower myself onto my stomach at the access hatch, gravel biting my elbows, and push my head and shoulders into the dark...","Something is moving in the crawlspace and my body just stops — breath snagged, gut tight, a sick prickle racing down my arms. The flashlight beam shakes across the dirt. I back away from the hatch, almost falling, and the further I get from it the more my lungs open up. I'm inside with the door bolted before I've decided to do it, sliding down against the wood, telling myself it was probably a possum..."
S-114,physical_everyday,"The lake water is black under me where the bottom drops away, and something brushed my calf — weed, branch, I don't know. My breath is coming too fast, my legs are kicking too hard, my heart is a fist hitting my ribs. The far dock is still thirty meters out. I can't go back, I can't, the shore is just as far — I put my face down and pull, one stroke, another, kicking through the cold dark...","The lake water is black under me where the bottom drops away and something just brushed my leg. My breath rips in and out, my chest is solid panic, my arms have gone clumsy and numb. I flip onto my back. I'm thrashing toward the shallows before I've thought it, and when my foot finally hits silt I almost cry, stumbling up onto the gravel, dripping and gulping air, the dock forgotten behind me..."
S-115,physical_everyday,"My downstairs neighbor is screaming at her boyfriend again and then there's the thud, and then nothing. My hand is on my own door, my pulse is a drum in my fingertips, my mouth has gone to chalk. The hallway light is too bright. I turn the knob, step out in my socks, and walk the eight feet to her door — I lift my fist and knock, knuckles barely making sound...","My downstairs neighbor is screaming and then there's the thud, and then nothing. I'm standing at my own door with my hand on the knob, my chest tight, breath shallow, a tremor running down my forearms. I step back. I move away from the door, into the kitchen, turn the tap on so the running water fills my ears, and slowly my shoulders come down, slowly my breath finds a rhythm again, and I keep the water running..."
S-116,physical_everyday,"The wasp nest hangs under the eave like a grey lung, and I can hear the dry hum of it from here. My mouth is sandpaper, my pulse jackhammers in my ears, and the can of spray is slick in my sweating palm. My knees feel hollow. I step closer, breath catching, and lift the nozzle toward it...","The wasp nest hangs under the eave like a grey lung, and the hum gets louder the closer I get. My throat closes, sweat sheets down my back, and a high whine starts in my ears. I lower the can. My legs go soft with relief as I back away across the lawn, telling myself I'll call someone, anyone, and the trembling slowly drains out of my hands..."
S-117,physical_everyday,"The lake water is black past my knees and I cannot see my own feet. Something brushes my calf — weed, probably, weed — and my stomach drops through the floor of me. My breath comes in shallow snatches, my chest is ice, my fingertips have gone numb. I push off anyway, arms slicing forward into the dark...","The lake water is black past my knees and something soft touches my ankle. My throat slams shut, my heart kicks against my ribs, and a cold shudder rips up my spine. I turn. My legs almost buckle with how good it feels to wade back toward the shallows, sand firming under my feet, the panic thinning with every step until I'm standing on the dock again, dripping and breathing..."
S-118,physical_everyday,"The man in the parking lot is shouting into the woman's face and her shoulders are up around her ears. My hands are shaking so hard I've dropped my keys. My mouth is dry, my pulse roars, my legs feel like they belong to someone else. I make myself walk toward them, voice cracking as I call out, ""Hey — is everything okay over here?""...","The man in the parking lot is shouting into the woman's face. My heart slams, my breath snags, a cold prickle climbs the back of my neck. I unlock my car instead. I slide in, pull the door shut, and the click of the lock loosens something in my chest; my shoulders sag, my hands stop trembling against the wheel, and I start the engine..."
S-119,physical_everyday,"Something is moving in the kitchen at 2 AM — a slow, deliberate scrape. My breath has gone tiny and high in my chest, my pulse is in my teeth, and the hallway floor is freezing under my bare feet. My whole gut is a clenched fist. I pick up the heavy flashlight from the dresser, click it on, and step toward the doorway...","Something is moving in the kitchen and my whole body locks up. My ears ring, my hands go cold and useless, and a shaky nausea rolls through my belly. I slide back under the covers. I pull the blanket up over my mouth and the warm dark closes over me, my breathing slowing, the sound somehow farther away now, and I tell myself it's the fridge, it's the fridge, it's the fridge..."
S-120,physical_everyday,"The dog in the alley is bleeding from one ear and snarling, and the cars on the road behind it are not slowing down. My hands won't stop trembling, my throat is squeezed shut, my vision tunnels to its yellow teeth. Every cell in me wants to run. I crouch low anyway, voice wobbling soft, and hold out one shaking hand...","The dog in the alley is bleeding and snarling. My chest goes tight, my breath thins to nothing, my legs start a fine constant shake I can't stop. I take out my phone instead. I step backward around the corner, brick cool against my shoulder blades, and the second I'm out of sight of those teeth my lungs unclench and I can breathe again as I dial..."
S-121,physical_everyday,"The wasps boil out of the eave in a black knot, and my whole body locks up — heart slamming, breath snagged in my throat, sweat icing down my back. The can of spray is shaking in my fist. I can hear the drone, low and electric, and my legs feel like wet rope. I lift the can, thumb on the nozzle, and step closer to the ladder...","The wasps boil out of the eave in a black knot, and my whole body locks up — heart slamming, breath snagged in my throat, sweat icing down my back. The can drops out of my hand into the grass. I'm already backing across the lawn, knees loose with relief, the screen door banging behind me as my breath comes back in shaky gulps and I lock it..."
S-122,physical_everyday,"There's a thud from the kitchen at 2 AM and my eyes snap open in the dark. My pulse is in my ears, a wet hammering, and my mouth has gone to chalk. The hallway floorboards creak under my bare feet and my hands are shaking so badly I almost drop the phone. I keep walking, listening, pulse roaring, toward the kitchen doorway...","There's a thud from the kitchen at 2 AM and my eyes snap open in the dark. My pulse is in my ears, a wet hammering, my mouth gone to chalk. I pull the duvet up to my chin and the warmth of it floods through me like a drug. My breath slows. I push earbuds in, turn the volume up, and curl tighter against the mattress..."
S-123,physical_everyday,"The lake water is black under my kicking feet and I can't see the bottom — my chest goes hot-cold with panic, every muscle screaming about what might be down there. My breath is ragged, sawing in my throat. The raft is fifty meters out and my arms have gone heavy as stone. I put my face in the water and start to crawl, kicking hard against the dark...","The lake water is black under my kicking feet and I can't see the bottom — my chest goes hot-cold with panic, every muscle screaming about what might be down there. I flip onto my back, gasping, and start hauling myself toward the dock. The shallows come up under my heels and my whole body sags with relief as I stagger out, dripping, knees still trembling..."
S-124,physical_everyday,"The man in the parking lot has the kid by the wrist and he's yelling, and my stomach has just dropped through the floor. My hands are shaking on my keys, my mouth is dust, and there's a high whine in my ears. I make my legs move. Each step toward them my knees feel like they'll fold, but I'm walking, pulling out my phone, calling out — 'Hey —'","The man in the parking lot has the kid by the wrist and he's yelling, and my stomach has just dropped through the floor. My hands are shaking on my keys, my mouth is dust. I duck behind my car, breath coming fast and shallow, and the relief of being out of his sightline washes through me like cold water. I fumble the door open and slide into the driver's seat..."
S-125,physical_everyday,"The spider is the size of my palm and it's on the pillow, and my whole body has gone rigid — breath stuck, skin crawling, a high panic singing in my chest. The glass is in my left hand, the postcard in my right, both shaking. I can't. I have to. I lower the glass over it in one jerky motion, my arm trembling so hard I almost knock it sideways...","The spider is the size of my palm and it's on the pillow, and my whole body has gone rigid — breath stuck, skin crawling, a high panic singing in my chest. The glass clatters onto the dresser. I'm out the bedroom door, pulling it shut behind me, and the relief floods my legs so hard I have to sit on the hallway floor, gulping air, the bedroom sealed off behind me..."
S-126,professional,"The client's number is up on my screen. I have to tell her the launch slipped six weeks. My throat closes, palms go slick on the desk, the pulse in my ears drowns out the office hum. My finger hovers, shaking — I press call, and her voicemail tone hits me like a punch to the gut. I open my mouth anyway, voice cracking: 'Sarah, it's me, I have bad news —'","The client's number is up on my screen. I have to tell her the launch slipped six weeks. My throat closes, palms go slick, my stomach folds in on itself. I stare at the screen until my vision blurs, then minimize the window. My shoulders drop two inches. I'll do it tomorrow, I tell myself, breath finally coming back. I open Slack instead and pretend to look busy."
S-127,professional,"Marcus is across the table waiting for my honest read on his deck. My mouth goes dry, knees jellied under the conference table, and there's that hot prickle climbing up my neck. He's my friend. The slides are bad. I swallow against the metal taste and hear myself say it — 'Marcus, the narrative isn't landing, and I think the numbers on slide four are —' my voice wobbling as his face starts to fall...","Marcus is across the table waiting for my honest read on his deck. My mouth goes dry, my hands have gone cold, my heart is doing something fluttery and wrong. I look at his hopeful face and feel the panic crest — then I smile and say it's strong, really strong, maybe tighten slide four. The tension drains out of my shoulders so fast I almost laugh. He grins. I grin back, sick to my stomach."
S-128,professional,"The recruiter is offering me the lead architect role and I know — I know — I can't actually do the distributed systems piece. My chest is a vise, ears ringing, sweat blooming under my collar. The salary number is still hanging in the air. I force the words past my locked jaw: 'I have to be straight with you. The scaling work you described — that's not in my wheelhouse, and I won't pretend it is.' My hands are shaking on my knees as I wait...","The recruiter is offering me the lead architect role and I know I can't actually do the distributed systems piece. My chest is a vise, my breath is coming shallow, my hands are ice. She's smiling. The number is so big. I hear my own voice say 'absolutely, I can hit the ground running,' and my whole body unclenches in one long exhale. I'll figure it out. I'll figure it out. The panic recedes like a tide."
S-129,professional,"Diane's office door is half-open and I have to tell her Kevin's been falsifying the QA logs. My legs are water, gut churning, that cold-sweat film on my forehead. Kevin trained me. I knock before I can stop myself, and when she looks up my voice comes out thin and wrong: 'Diane, I need to show you something, and I'm — I'm really not okay about it —' the folder trembling in my grip...","Diane's office door is half-open and I have to tell her Kevin's been falsifying the QA logs. My legs are water, my pulse is hammering in my wrists, my mouth has gone to chalk. I stand there. I stand there. Then I turn around and walk back to my desk, and my breathing comes back to normal by the time I sit down. I slide the folder into my drawer. Someone else will notice eventually."
S-130,professional,"The list of cold-call numbers is open and the first one is dialed in my headset, ringing. My stomach plunges, hands gone clammy, the back of my neck soaked. A man picks up, gruff: 'Yeah?' My vision tunnels. I hear my own voice, too high, too fast — 'Hi, Mr. Alvarez, this is Jamie from Brightline, I know you weren't expecting my call —' and I keep going even as my knees start to shake under the desk...","The list of cold-call numbers is open and the first one is dialed in my headset, ringing. My stomach plunges, my breath catches, my finger is already hovering. One ring. Two. I hit end-call and the relief is so physical I sag forward over the keyboard. My hands are still trembling but the ringing has stopped. I mark it 'no answer' in the CRM and stare at the next number, willing 5 p.m. to come faster."
S-131,professional,"The client's number is on my screen. I have to tell her the launch slips by three weeks. My throat is closing, palms slick, that hot prickling crawl up the back of my neck, and my heart is slamming against my ribs so hard I can hear it. I press call. The ringtone starts and my knees go watery as I open my mouth to speak...","The client's number is on my screen. My throat is closing, palms slick, that hot prickling crawl up the back of my neck. My finger hovers over call and won't descend — my breath has gone shallow, my stomach is a cold fist. I lock the phone. Air comes back into my lungs in a rush as I set it face-down on the desk and reach for my coffee with hands that are finally, finally steadying..."
S-132,professional,"Maya's slide deck is open in front of us and the analysis is wrong, badly wrong. My mouth goes desert-dry, pulse fluttering in my wrist, that sick swooping in my gut. I make myself say her name. My voice cracks on the second syllable and my hands are shaking under the table as I turn my laptop toward her and point at the number....","Maya's slide deck is open in front of us and the analysis is wrong, badly wrong, and she's about to present it to the VP. My mouth goes desert-dry. My pulse is fluttering in my wrist where she can probably see it. I make some vague encouraging noise and look back at my laptop. My shoulders drop two inches. The heat drains out of my face and I can breathe again as she clicks to the next slide..."
S-133,professional,"The contract is for medical device firmware and I have never written safety-critical code in my life. My recruiter is on speaker waiting for my yes. Cold sweat on my temples, breath catching, that awful low hum in my ears. I unmute. My voice comes out thin and wrong as I say the words I've been rehearsing — I'm not the right person for this...","The contract is for medical device firmware and I have never written safety-critical code in my life. Cold sweat on my temples, breath catching, that awful low hum in my ears. I unmute and hear myself saying yes, sure, send the paperwork. The fear unclenches all at once, warm relief pouring down my spine as I end the call and tell myself I'll figure it out, I always figure it out..."
S-134,professional,"Dev's been skimming hours on the timesheets and my manager needs to know. My legs feel hollow, there's a tremor starting in my jaw, my shirt sticking to my back. I make myself stop in her doorway. The words are stuck behind my teeth and my vision is doing that narrow thing as I knock on the frame and hear myself ask if she has a minute...","Dev's been skimming hours on the timesheets and my manager needs to know. Her door is open. My legs feel hollow, there's a tremor starting in my jaw, my shirt is sticking to my back. I walk past her office. I keep walking. By the time I reach my desk my breathing has slowed and the tightness behind my sternum is melting and I sit down and open Slack like nothing happened..."
S-135,professional,"The biopsy result is on my monitor and Mrs. Alvarez is in exam room three waiting for me. My hands are ice. There's a roaring in my ears and my stomach has turned to liquid. I pick up the chart, my fingers leaving damp marks on the folder. The hallway tilts slightly as I walk. I push the door open and meet her eyes and start to say her name...","The biopsy result is on my monitor and Mrs. Alvarez is in exam room three waiting for me. My hands are ice, roaring in my ears, stomach liquid. I tell the nurse to have her reschedule for tomorrow, I'm running behind. The roaring fades. My hands warm up against the keyboard as I close her chart and open the next patient's, breath coming easy again..."
S-136,professional,"Her name is on the screen and my throat is closing. I have to tell her the campaign tanked, that the numbers we promised aren't coming. My ears are ringing, my hand is slick on the phone, and my stomach is a fist. I tap her contact. The dial tone hits like cold water and I hear myself say her name as my voice cracks...","Her name is on the screen and my throat is closing. My thumb hovers, hovers, and then my whole arm goes loose, the phone face-down on the desk before I even decide. My breath comes back in a rush. I push the chair away, knees watery, and type a Slack message to my manager saying I'll loop her in on the call instead, the relief warm and shameful in my chest..."
S-137,professional,"Marcus is across the table waiting for my notes on his deck. My mouth is dust. The thing I have to say — that the whole framing is wrong, that he'll get torn apart Monday — sits in my chest like a stone, and my hands are shaking under the table. I take a breath that doesn't fill my lungs and I open my mouth: 'Marcus, listen, I think the core argument...'","Marcus is across the table waiting. My pulse is in my eyelids. I feel the words lining up and then my jaw just locks, my shoulders cave, and I hear myself say 'honestly, it's really strong.' His face lights up and my stomach unknots all at once, a sick grateful warmth spreading down my arms. I smile back, already standing, already reaching for my coffee to hide my hands..."
S-138,professional,"The contract is on my screen and the deadline is Friday and I cannot make Friday. My chest is tight, my hands are cold, the cursor is blinking in the email to Janet. I type: 'I need to flag that I won't hit Friday.' My pulse is a roar in my ears as I read it back, finger trembling over the trackpad, and I click send before I can —","The contract is on my screen and the deadline is Friday. I start typing and my breath gets thin, my vision tunnels on the words 'won't hit,' and a hot wave goes up my neck. I delete the draft. My shoulders drop two inches. I tell myself I'll pull an all-nighter, I'll figure it out, anything but send that, and I close the tab with my hands still trembling but the panic already easing..."
S-139,professional,"My boss's door is half-open and I know about the billing error, the one that's going to compound if nobody flags it. My knees feel hollow walking down the hall. My mouth has gone completely dry and I can feel my heartbeat in my fingertips. I knock — too soft, then again — and when she looks up I hear myself say, 'I need to tell you something I found in the —'","My boss's door is half-open. I get three steps down the hall and my chest constricts, my breath catches high and shallow, and my feet just stop. I turn around. The hallway feels longer going back and my whole body uncoils as I sit down at my desk, telling myself someone else will catch it, someone in finance, not me, not today, and the air comes back into my lungs..."
S-140,professional,"The number is dialed and ringing. Cold-call number forty of the day, the one who hung up twice. My armpits are wet, my throat is constricting, my free hand is curled into a fist on my thigh. He picks up. 'Hello?' My voice comes out strangled and I push through it, 'Hi, this is — please don't hang up, I just need thirty seconds...'","The number is dialed and ringing. On the second ring my stomach drops, my finger is already on the red button, and I hang up before he can answer. My whole body sags into the chair. I exhale so hard my eyes water. I mark him 'no answer' in the CRM and the relief is so enormous I almost laugh, hands shaking on the keyboard as I move to the next name..."
S-141,professional,"The client's name on my screen, the cursor blinking in the email body. I have to tell her the launch slips three weeks. My throat closes, my hands are ice, sweat prickles down my ribs. I type the words — the project will not deliver on the fifteenth — and my finger hovers, shaking, over send. I press...","The client's name on my screen, the cursor blinking. I have to tell her the launch slips. My throat closes, my hands are ice, my heart slams so hard I can hear it in my ears. I close the draft. Air rushes back into my lungs, my shoulders drop two inches, and I open the team chat instead to ask someone else for the timeline numbers..."
S-142,professional,"Maya's design is across the table from me and it's wrong, and she's watching my face. My stomach is a cold fist, my mouth has gone to paste, my pulse pounds behind my eyes. I make myself look up. I hear my own voice, thin and unsteady, saying the hierarchy isn't working — and I keep going, hands trembling under the table...","Maya's design is across the table and it's wrong, and she's watching my face. My stomach is a cold fist, my mouth has gone to paste, my hands won't stop fidgeting with my pen. I hear myself say it looks great, really strong. The tension drains out of my shoulders all at once, my jaw unclenches, and I smile and reach for my coffee..."
S-143,professional,"The number is dialed, my thumb on the green button. Cold prospect, four ignored emails, and I'm about to interrupt his Tuesday. My heart is hammering in my throat, my palms slick, my knees doing that watery thing under the desk. I press call. The ringtone starts and I can't breathe — I clear my throat as he picks up...","The number is dialed, my thumb on the green button. My heart is hammering, my palms slick, a wave of nausea rolls through me. I lock the phone and set it face-down. The relief is immediate and enormous, my breath comes back, and I open the CRM to log the attempt as a voicemail and move him to next week's list..."
S-144,professional,"Dan's office door, half open, him at his desk. I have to tell him the vendor data is wrong and we shipped it to the regulator. My gut drops, my vision tunnels, my hands have gone numb at the fingertips. I knock anyway. He looks up. My voice cracks on his name and I make myself start talking...","Dan's office door, half open. I have to tell him about the vendor data. My gut drops, my vision narrows, sweat breaks out across my forehead. I keep walking past, down the hall to the kitchen. My breath comes back as I fill a glass of water, hands still trembling, and I tell myself I'll catch him after his eleven o'clock..."
S-145,professional,"Priya's offering me the litigation piece and it's outside everything I know. My chest is hot and tight, my mouth dry, a tremor starting in my left hand under the table. I make myself say it — I'm not the right person for this one, I'd be learning on your dime. My voice shakes. I keep my eyes on hers and wait...","Priya's offering me the litigation piece and it's outside everything I know. My chest is hot and tight, my mouth dry, my pulse roaring. I hear myself say absolutely, I'd love to take it on. The pressure releases all at once, warmth floods back into my face, I'm nodding and smiling as she slides the folder across..."
S-146,professional,"The client's number is queued on my screen. I have to tell her the launch slips three weeks. My throat is closing, my palms leave wet prints on the desk, and there's a high whine in my ears like a kettle. My knee is jackhammering under the desk. I press call before I can stop myself, the dial tone hitting like ice water, and I open my mouth as she picks up...","The client's number is queued on my screen. I have to tell her the launch slips three weeks, but my chest has gone tight as a fist, my hands are trembling on the mouse, and I can taste copper at the back of my tongue. I close the call window. My shoulders drop an inch, the kettle-whine fades, and I tell myself I'll catch her tomorrow when I've got the revised timeline polished and ready..."
S-147,professional,"Maya's draft is open in front of me and the structure doesn't work — she has to hear it before she presents Friday. My stomach is a clenched stone, my breath is going shallow, and I can feel heat crawling up my neck into my face. She's three feet away at her desk. I stand up, knees watery, and walk over with the printout shaking in my hand...","Maya's draft is open in front of me and the structure doesn't work, but my gut is in knots, my mouth has gone chalk-dry, and there's a hot prickle spreading across my chest. I close the document. My breathing eases as I pick up my coffee, the tightness in my ribs loosening, and I think maybe I'll just send a few small line-edits in a comment thread later instead..."
S-148,professional,"The recruiter wants me to take the forensic accounting case and I've never touched one. My hands are clammy on the phone, my heart is banging against my sternum, and my vision is starting to tunnel toward the screen. He's waiting. I make my mouth move — Tom, I have to be honest with you — and I hear my own voice come out thin and shaking...","The recruiter wants me to take the forensic accounting case and I've never touched one, but my pulse is roaring in my ears, my fingers are slick on the phone, and the back of my throat keeps spasming like I might gag. I hear myself say sure, send it over. My shoulders unclench the second the words leave my mouth, the panic draining out of my legs, and I tell myself I'll figure it out over the weekend..."
S-149,professional,"The cold-call list has been on my desk for four days. The first number is staring at me. My chest is a vise, my breath snags coming in, and I can feel sweat beading at my hairline even though the office is freezing. I pick up the receiver, the plastic slick under my fingers, dial the seven digits one by one, and listen to it ring in a hammering silence...","The cold-call list has been on my desk for four days. The first number is staring at me, but my hands have gone cold and numb, my stomach is rolling, and there's a tremor starting in my jaw. I slide the list under the keyboard. The vise around my chest loosens immediately, my breath comes back, and I open my inbox instead, telling myself I'll batch the calls after lunch when I'm warmed up..."
S-150,professional,"Dan's been skimming hours on the timesheet and I have to tell our manager before payroll closes at five. My legs feel hollow walking down the corridor, my heart is in my throat, and my hands won't stop shaking against my thighs. Her door is open. I knock — three weak taps — and step in before my knees can give, already hearing my voice crack on her name...","Dan's been skimming hours and I have to tell our manager before payroll closes, but my pulse is hammering in my temples, my mouth has gone to sand, and I can feel my shirt going damp between my shoulder blades. I turn around at her door. The pressure in my chest releases as I walk back to my desk, breath coming easier with every step, and I sit down and open a spreadsheet like nothing happened..."
